Station,Hour,departures,returns
Merisotilaantori,6.0,23.0,16.0
Merisotilaantori,7.0,122.0,63.0
Merisotilaantori,8.0,394.0,237.0
Merisotilaantori,9.0,181.0,121.0
Merisotilaantori,10.0,130.0,70.0
Merisotilaantori,11.0,160.0,82.0
Merisotilaantori,12.0,154.0,123.0
Merisotilaantori,13.0,158.0,138.0
Merisotilaantori,14.0,209.0,189.0
Merisotilaantori,15.0,189.0,210.0
Merisotilaantori,16.0,296.0,254.0
Merisotilaantori,17.0,247.0,230.0
Merisotilaantori,18.0,149.0,251.0
Merisotilaantori,19.0,180.0,232.0
Merisotilaantori,20.0,134.0,241.0
Merisotilaantori,21.0,86.0,151.0
Merisotilaantori,22.0,80.0,136.0
Merisotilaantori,23.0,53.0,123.0
Museokatu,0.0,28.0,101.0
Museokatu,1.0,13.0,78.0
Museokatu,2.0,15.0,53.0
Museokatu,3.0,7.0,26.0
Museokatu,4.0,2.0,28.0
Museokatu,5.0,7.0,7.0
Museokatu,6.0,44.0,8.0
Museokatu,7.0,272.0,77.0
Museokatu,8.0,706.0,100.0
Museokatu,9.0,415.0,134.0
Museokatu,10.0,227.0,105.0
Museokatu,11.0,252.0,174.0
Museokatu,12.0,298.0,196.0
Museokatu,13.0,326.0,237.0
Museokatu,14.0,278.0,266.0
Museokatu,15.0,318.0,337.0
Museokatu,16.0,352.0,521.0
Museokatu,17.0,426.0,611.0
Museokatu,18.0,390.0,528.0
Museokatu,19.0,343.0,425.0
Museokatu,20.0,255.0,385.0
Museokatu,21.0,167.0,315.0
Museokatu,22.0,99.0,203.0
Museokatu,23.0,46.0,130.0
Narinkka,0.0,142.0,92.0
Narinkka,1.0,112.0,61.0
Narinkka,2.0,99.0,33.0
Narinkka,3.0,105.0,32.0
Narinkka,4.0,41.0,51.0
Narinkka,5.0,32.0,36.0
Narinkka,6.0,63.0,124.0
Narinkka,7.0,226.0,363.0
Narinkka,8.0,438.0,522.0
Narinkka,9.0,376.0,424.0
Narinkka,10.0,327.0,353.0
Narinkka,11.0,415.0,409.0
Narinkka,12.0,402.0,521.0
Narinkka,13.0,509.0,496.0
Narinkka,14.0,559.0,573.0
Narinkka,15.0,667.0,750.0
Narinkka,16.0,743.0,994.0
Narinkka,17.0,945.0,1019.0
Narinkka,18.0,778.0,781.0
Narinkka,19.0,713.0,628.0
Narinkka,20.0,533.0,489.0
Narinkka,21.0,377.0,319.0
Narinkka,22.0,254.0,206.0
Narinkka,23.0,225.0,187.0
Ooppera,0.0,193.0,302.0
Ooppera,1.0,92.0,211.0
Ooppera,2.0,91.0,166.0
Ooppera,3.0,35.0,138.0
Ooppera,4.0,24.0,81.0
Ooppera,5.0,79.0,37.0
Ooppera,6.0,129.0,147.0
Ooppera,7.0,480.0,359.0
Ooppera,8.0,1038.0,456.0
Ooppera,9.0,618.0,441.0
Ooppera,10.0,486.0,420.0
Ooppera,11.0,584.0,528.0
Ooppera,12.0,761.0,666.0
Ooppera,13.0,766.0,740.0
Ooppera,14.0,785.0,891.0
Ooppera,15.0,933.0,1117.0
Ooppera,16.0,1071.0,1595.0
Ooppera,17.0,971.0,1645.0
Ooppera,18.0,1010.0,1411.0
Ooppera,19.0,926.0,1134.0
Ooppera,20.0,1012.0,961.0
Ooppera,21.0,659.0,759.0
Ooppera,22.0,421.0,444.0
Ooppera,23.0,292.0,342.0
Porthania,0.0,27.0,7.0
Porthania,1.0,16.0,10.0
Porthania,2.0,22.0,3.0
Porthania,3.0,23.0,4.0
Porthania,4.0,20.0,9.0
Porthania,5.0,0.0,11.0
Porthania,6.0,15.0,30.0
Porthania,7.0,39.0,93.0
Porthania,8.0,120.0,403.0
Porthania,9.0,83.0,309.0
Porthania,10.0,90.0,240.0
Porthania,11.0,154.0,234.0
Porthania,12.0,245.0,312.0
Porthania,13.0,204.0,231.0
Porthania,14.0,239.0,214.0
Porthania,15.0,261.0,268.0
Porthania,16.0,393.0,331.0
Porthania,17.0,434.0,303.0
Porthania,18.0,293.0,221.0
Porthania,19.0,267.0,159.0
Porthania,20.0,184.0,110.0
Porthania,21.0,117.0,76.0
Porthania,22.0,75.0,49.0
Porthania,23.0,52.0,25.0
Rautatientori / itä,0.0,412.0,176.0
Rautatientori / itä,1.0,280.0,124.0
Rautatientori / itä,2.0,203.0,96.0
Rautatientori / itä,3.0,158.0,56.0
Rautatientori / itä,4.0,79.0,49.0
Rautatientori / itä,5.0,23.0,141.0
Rautatientori / itä,6.0,154.0,218.0
Rautatientori / itä,7.0,445.0,619.0
Rautatientori / itä,8.0,1072.0,865.0
Rautatientori / itä,9.0,631.0,812.0
Rautatientori / itä,10.0,332.0,578.0
Rautatientori / itä,11.0,452.0,620.0
Rautatientori / itä,12.0,515.0,719.0
Rautatientori / itä,13.0,573.0,712.0
Rautatientori / itä,14.0,588.0,769.0
Rautatientori / itä,15.0,761.0,1123.0
Rautatientori / itä,16.0,1077.0,1441.0
Rautatientori / itä,17.0,1254.0,1277.0
Rautatientori / itä,18.0,979.0,984.0
Rautatientori / itä,19.0,893.0,731.0
Rautatientori / itä,20.0,777.0,678.0
Rautatientori / itä,21.0,512.0,388.0
Rautatientori / itä,22.0,427.0,293.0
Rautatientori / itä,23.0,416.0,249.0
Rautatientori / länsi,0.0,284.0,220.0
Rautatientori / länsi,1.0,244.0,147.0
Rautatientori / länsi,2.0,181.0,97.0
Rautatientori / länsi,3.0,146.0,59.0
Rautatientori / länsi,4.0,86.0,95.0
Rautatientori / länsi,5.0,41.0,199.0
Rautatientori / länsi,6.0,147.0,214.0
Rautatientori / länsi,7.0,508.0,467.0
Rautatientori / länsi,8.0,959.0,839.0
Rautatientori / länsi,9.0,530.0,599.0
Rautatientori / länsi,10.0,408.0,520.0
Rautatientori / länsi,11.0,474.0,650.0
Rautatientori / länsi,12.0,525.0,673.0
Rautatientori / länsi,13.0,584.0,738.0
Rautatientori / länsi,14.0,667.0,901.0
Rautatientori / länsi,15.0,754.0,1176.0
Rautatientori / länsi,16.0,1149.0,1486.0
Rautatientori / länsi,17.0,1173.0,1315.0
Rautatientori / länsi,18.0,930.0,918.0
Rautatientori / länsi,19.0,862.0,645.0
Rautatientori / länsi,20.0,673.0,467.0
Rautatientori / länsi,21.0,566.0,371.0
Rautatientori / länsi,22.0,397.0,307.0
Rautatientori / länsi,23.0,379.0,248.0
Ritarikatu,0.0,21.0,83.0
Ritarikatu,1.0,22.0,57.0
Ritarikatu,2.0,15.0,57.0
Ritarikatu,3.0,23.0,42.0
Ritarikatu,4.0,14.0,26.0
Ritarikatu,5.0,22.0,8.0
Ritarikatu,6.0,75.0,69.0
Ritarikatu,7.0,237.0,146.0
Ritarikatu,8.0,533.0,404.0
Ritarikatu,9.0,434.0,309.0
Ritarikatu,10.0,269.0,165.0
Ritarikatu,11.0,323.0,176.0
Ritarikatu,12.0,340.0,241.0
Ritarikatu,13.0,292.0,233.0
Ritarikatu,14.0,267.0,267.0
Ritarikatu,15.0,414.0,285.0
Ritarikatu,16.0,446.0,420.0
Ritarikatu,17.0,403.0,498.0
Ritarikatu,18.0,313.0,387.0
Ritarikatu,19.0,300.0,307.0
Ritarikatu,20.0,194.0,303.0
Ritarikatu,21.0,146.0,256.0
Ritarikatu,22.0,85.0,201.0
Ritarikatu,23.0,67.0,142.0
Senaatintori,0.0,100.0,79.0
Senaatintori,1.0,77.0,31.0
Senaatintori,2.0,57.0,18.0
Senaatintori,3.0,72.0,21.0
Senaatintori,4.0,50.0,10.0
Senaatintori,5.0,12.0,10.0
Senaatintori,6.0,14.0,79.0
Senaatintori,7.0,69.0,221.0
Senaatintori,8.0,110.0,647.0
Senaatintori,9.0,144.0,694.0
Senaatintori,10.0,171.0,362.0
Senaatintori,11.0,275.0,363.0
Senaatintori,12.0,332.0,552.0
Senaatintori,13.0,435.0,489.0
Senaatintori,14.0,488.0,465.0
Senaatintori,15.0,587.0,407.0
Senaatintori,16.0,736.0,432.0
Senaatintori,17.0,731.0,465.0
Senaatintori,18.0,533.0,356.0
Senaatintori,19.0,437.0,305.0
Senaatintori,20.0,356.0,227.0
Senaatintori,21.0,278.0,166.0
Senaatintori,22.0,198.0,127.0
Senaatintori,23.0,149.0,77.0
Sepänkatu,0.0,123.0,157.0
Sepänkatu,1.0,110.0,151.0
Sepänkatu,2.0,32.0,92.0
Sepänkatu,3.0,18.0,54.0
Sepänkatu,4.0,19.0,58.0
Sepänkatu,5.0,89.0,50.0
Sepänkatu,6.0,278.0,165.0
Sepänkatu,7.0,486.0,438.0
Sepänkatu,8.0,1219.0,1110.0
Sepänkatu,9.0,864.0,1098.0
Sepänkatu,10.0,490.0,472.0
Sepänkatu,11.0,683.0,402.0
Sepänkatu,12.0,601.0,548.0
Sepänkatu,13.0,638.0,602.0
Sepänkatu,14.0,591.0,616.0
Sepänkatu,15.0,969.0,770.0
Sepänkatu,16.0,1416.0,1148.0
Sepänkatu,17.0,1397.0,1259.0
Sepänkatu,18.0,862.0,954.0
Sepänkatu,19.0,615.0,897.0
Sepänkatu,20.0,526.0,864.0
Sepänkatu,21.0,362.0,619.0
Sepänkatu,22.0,297.0,442.0
Sepänkatu,23.0,172.0,349.0
Sörnäisten metroasema,0.0,356.0,385.0
Sörnäisten metroasema,1.0,256.0,210.0
Sörnäisten metroasema,2.0,127.0,137.0
Sörnäisten metroasema,3.0,100.0,129.0
Sörnäisten metroasema,4.0,135.0,133.0
Sörnäisten metroasema,5.0,64.0,45.0
Sörnäisten metroasema,6.0,113.0,125.0
Sörnäisten metroasema,7.0,476.0,251.0
Sörnäisten metroasema,8.0,875.0,445.0
Sörnäisten metroasema,9.0,690.0,302.0
Sörnäisten metroasema,10.0,454.0,263.0
Sörnäisten metroasema,11.0,546.0,272.0
Sörnäisten metroasema,12.0,603.0,415.0
Sörnäisten metroasema,13.0,664.0,460.0
Sörnäisten metroasema,14.0,749.0,553.0
Sörnäisten metroasema,15.0,786.0,652.0
Sörnäisten metroasema,16.0,965.0,989.0
Sörnäisten metroasema,17.0,1104.0,1205.0
Sörnäisten metroasema,18.0,948.0,1193.0
Sörnäisten metroasema,19.0,842.0,912.0
Sörnäisten metroasema,20.0,710.0,938.0
Sörnäisten metroasema,21.0,621.0,737.0
Sörnäisten metroasema,22.0,433.0,462.0
Sörnäisten metroasema,23.0,413.0,380.0
Töölönkatu,0.0,46.0,124.0
Töölönkatu,1.0,30.0,91.0
Töölönkatu,2.0,15.0,59.0
Töölönkatu,3.0,4.0,53.0
Töölönkatu,4.0,10.0,41.0
Töölönkatu,5.0,61.0,16.0
Töölönkatu,6.0,99.0,45.0
Töölönkatu,7.0,364.0,172.0
Töölönkatu,8.0,711.0,438.0
Töölönkatu,9.0,556.0,430.0
Töölönkatu,10.0,342.0,204.0
Töölönkatu,11.0,472.0,224.0
Töölönkatu,12.0,436.0,284.0
Töölönkatu,13.0,407.0,383.0
Töölönkatu,14.0,437.0,379.0
Töölönkatu,15.0,503.0,455.0
Töölönkatu,16.0,606.0,822.0
Töölönkatu,17.0,736.0,819.0
Töölönkatu,18.0,568.0,756.0
Töölönkatu,19.0,435.0,636.0
Töölönkatu,20.0,310.0,545.0
Töölönkatu,21.0,224.0,436.0
Töölönkatu,22.0,143.0,291.0
Töölönkatu,23.0,77.0,181.0
Töölönlahdenkatu,0.0,101.0,67.0
Töölönlahdenkatu,1.0,83.0,34.0
Töölönlahdenkatu,2.0,44.0,16.0
Töölönlahdenkatu,3.0,35.0,11.0
Töölönlahdenkatu,4.0,32.0,33.0
Töölönlahdenkatu,5.0,21.0,140.0
Töölönlahdenkatu,6.0,568.0,411.0
Töölönlahdenkatu,7.0,1591.0,1065.0
Töölönlahdenkatu,8.0,2275.0,1895.0
Töölönlahdenkatu,9.0,1139.0,1104.0
Töölönlahdenkatu,10.0,451.0,489.0
Töölönlahdenkatu,11.0,479.0,558.0
Töölönlahdenkatu,12.0,516.0,701.0
Töölönlahdenkatu,13.0,573.0,655.0
Töölönlahdenkatu,14.0,573.0,859.0
Töölönlahdenkatu,15.0,1125.0,1928.0
Töölönlahdenkatu,16.0,1840.0,2232.0
Töölönlahdenkatu,17.0,1622.0,1649.0
Töölönlahdenkatu,18.0,1076.0,1078.0
Töölönlahdenkatu,19.0,871.0,797.0
Töölönlahdenkatu,20.0,698.0,477.0
Töölönlahdenkatu,21.0,555.0,373.0
Töölönlahdenkatu,22.0,319.0,209.0
Töölönlahdenkatu,23.0,161.0,97.0
Töölöntori,0.0,35.0,103.0
Töölöntori,1.0,15.0,123.0
Töölöntori,2.0,11.0,84.0
Töölöntori,3.0,7.0,55.0
Töölöntori,4.0,7.0,45.0
Töölöntori,5.0,16.0,15.0
Töölöntori,6.0,49.0,18.0
Töölöntori,7.0,250.0,106.0
Töölöntori,8.0,615.0,214.0
Töölöntori,9.0,398.0,193.0
Töölöntori,10.0,272.0,175.0
Töölöntori,11.0,380.0,184.0
Töölöntori,12.0,357.0,195.0
Töölöntori,13.0,336.0,238.0
Töölöntori,14.0,269.0,215.0
Töölöntori,15.0,375.0,327.0
Töölöntori,16.0,380.0,470.0
Töölöntori,17.0,409.0,643.0
Töölöntori,18.0,355.0,567.0
Töölöntori,19.0,348.0,474.0
Töölöntori,20.0,319.0,390.0
Töölöntori,21.0,229.0,317.0
Töölöntori,22.0,109.0,209.0
Töölöntori,23.0,66.0,164.0
Unioninkatu,0.0,116.0,63.0
Unioninkatu,1.0,90.0,55.0
Unioninkatu,2.0,62.0,26.0
Unioninkatu,3.0,71.0,19.0
Unioninkatu,4.0,42.0,19.0
Unioninkatu,5.0,7.0,9.0
Unioninkatu,6.0,19.0,128.0
Unioninkatu,7.0,93.0,580.0
Unioninkatu,8.0,217.0,1548.0
Unioninkatu,9.0,240.0,1025.0
Unioninkatu,10.0,341.0,626.0
Unioninkatu,11.0,561.0,850.0
Unioninkatu,12.0,679.0,918.0
Unioninkatu,13.0,789.0,992.0
Unioninkatu,14.0,872.0,942.0
Unioninkatu,15.0,1143.0,896.0
Unioninkatu,16.0,1557.0,1118.0
Unioninkatu,17.0,1289.0,863.0
Unioninkatu,18.0,744.0,688.0
Unioninkatu,19.0,677.0,586.0
Unioninkatu,20.0,602.0,429.0
Unioninkatu,21.0,443.0,324.0
Unioninkatu,22.0,269.0,173.0
Unioninkatu,23.0,210.0,111.0
Vanha kirkkopuisto,0.0,185.0,141.0
Vanha kirkkopuisto,1.0,130.0,117.0
Vanha kirkkopuisto,2.0,99.0,70.0
Vanha kirkkopuisto,3.0,116.0,51.0
Vanha kirkkopuisto,4.0,64.0,39.0
Vanha kirkkopuisto,5.0,38.0,26.0
Vanha kirkkopuisto,6.0,70.0,154.0
Vanha kirkkopuisto,7.0,237.0,332.0
Vanha kirkkopuisto,8.0,542.0,1186.0
Vanha kirkkopuisto,9.0,366.0,676.0
Vanha kirkkopuisto,10.0,317.0,319.0
Vanha kirkkopuisto,11.0,419.0,476.0
Vanha kirkkopuisto,12.0,522.0,564.0
Vanha kirkkopuisto,13.0,523.0,489.0
Vanha kirkkopuisto,14.0,459.0,434.0
Vanha kirkkopuisto,15.0,611.0,475.0
Vanha kirkkopuisto,16.0,1124.0,683.0
Vanha kirkkopuisto,17.0,994.0,791.0
Vanha kirkkopuisto,18.0,672.0,585.0
Vanha kirkkopuisto,19.0,492.0,477.0
Vanha kirkkopuisto,20.0,409.0,471.0
Vanha kirkkopuisto,21.0,360.0,387.0
Vanha kirkkopuisto,22.0,294.0,285.0
Vanha kirkkopuisto,23.0,230.0,203.0
Varsapuistikko,0.0,160.0,180.0
Varsapuistikko,1.0,112.0,89.0
Varsapuistikko,2.0,72.0,85.0
Varsapuistikko,3.0,61.0,34.0
Varsapuistikko,4.0,52.0,30.0
Varsapuistikko,5.0,47.0,12.0
Varsapuistikko,6.0,46.0,21.0
Varsapuistikko,7.0,208.0,182.0
Varsapuistikko,8.0,449.0,514.0
Varsapuistikko,9.0,459.0,579.0
Varsapuistikko,10.0,306.0,424.0
Varsapuistikko,11.0,317.0,357.0
Varsapuistikko,12.0,390.0,422.0
Varsapuistikko,13.0,444.0,422.0
Varsapuistikko,14.0,425.0,347.0
Varsapuistikko,15.0,584.0,428.0
Varsapuistikko,16.0,764.0,575.0
Varsapuistikko,17.0,706.0,504.0
Varsapuistikko,18.0,565.0,443.0
Varsapuistikko,19.0,466.0,316.0
Varsapuistikko,20.0,399.0,295.0
Varsapuistikko,21.0,294.0,243.0
Varsapuistikko,22.0,210.0,205.0
Varsapuistikko,23.0,140.0,150.0
Viiskulma,0.0,163.0,192.0
Viiskulma,1.0,120.0,159.0
Viiskulma,2.0,69.0,101.0
Viiskulma,3.0,61.0,79.0
Viiskulma,4.0,36.0,61.0
Viiskulma,5.0,67.0,32.0
Viiskulma,6.0,142.0,130.0
Viiskulma,7.0,525.0,113.0
Viiskulma,8.0,1037.0,300.0
Viiskulma,9.0,574.0,356.0
Viiskulma,10.0,383.0,271.0
Viiskulma,11.0,452.0,373.0
Viiskulma,12.0,550.0,452.0
Viiskulma,13.0,507.0,431.0
Viiskulma,14.0,505.0,489.0
Viiskulma,15.0,696.0,597.0
Viiskulma,16.0,724.0,911.0
Viiskulma,17.0,806.0,984.0
Viiskulma,18.0,708.0,759.0
Viiskulma,19.0,654.0,653.0
Viiskulma,20.0,569.0,638.0
Viiskulma,21.0,343.0,589.0
Viiskulma,22.0,293.0,388.0
Viiskulma,23.0,213.0,279.0
Workshop Helsinki,6.0,0.0,1.0
Workshop Helsinki,7.0,0.0,2.0
Workshop Helsinki,8.0,0.0,5.0
Workshop Helsinki,9.0,0.0,8.0
Workshop Helsinki,10.0,0.0,2.0
Workshop Helsinki,12.0,0.0,2.0
Workshop Helsinki,13.0,0.0,7.0
Workshop Helsinki,14.0,6.0,10.0
Workshop Helsinki,15.0,2.0,4.0
Workshop Helsinki,16.0,8.0,8.0
Workshop Helsinki,17.0,2.0,4.0
Ympyrätalo,0.0,190.0,195.0
Ympyrätalo,1.0,103.0,127.0
Ympyrätalo,2.0,83.0,108.0
Ympyrätalo,3.0,46.0,109.0
Ympyrätalo,4.0,42.0,83.0
Ympyrätalo,5.0,38.0,33.0
Ympyrätalo,6.0,164.0,169.0
Ympyrätalo,7.0,381.0,301.0
Ympyrätalo,8.0,890.0,459.0
Ympyrätalo,9.0,812.0,377.0
Ympyrätalo,10.0,482.0,302.0
Ympyrätalo,11.0,502.0,449.0
Ympyrätalo,12.0,672.0,524.0
Ympyrätalo,13.0,720.0,690.0
Ympyrätalo,14.0,770.0,619.0
Ympyrätalo,15.0,943.0,875.0
Ympyrätalo,16.0,886.0,1308.0
Ympyrätalo,17.0,773.0,1413.0
Ympyrätalo,18.0,743.0,1222.0
Ympyrätalo,19.0,613.0,914.0
Ympyrätalo,20.0,500.0,861.0
Ympyrätalo,21.0,391.0,609.0
Ympyrätalo,22.0,303.0,421.0
Ympyrätalo,23.0,229.0,284.0
